0,-53.19999999999999
1,-38.23359999999997
2,-3.2746748415999036
3,148.19549589449528
4,-62.426468954838924
5,-59.924486382177605
6,-56.9927266467497
7,-52.96345300745358
8,-46.379020230938636
9,-32.93539303925979
10,5.121211812856615
11,191.01294460032054
12,-70.61218249862404
13,-73.46737242164184
14,-73.76491293483957
15,-73.42561615598495
16,-73.02405123900374
17,-72.6124635009655
18,-72.19480259701197
19,-71.77081499283591
20,-71.33967999340155
21,-70.90037329530307
22,-70.4516861194889
23,-69.9921912998154
24,-69.52018942841556
25,-69.03363532683926
26,-68.5300380793671
27,-68.00632316587982
28,-67.45863874786838
29,-66.8820776503897
30,-66.27026873358625
31,-65.61475996498075
32,-64.90405825818911
33,-64.1220823100162
34,-63.24556775821165
35,-62.23950749512929
36,-61.04868630778196
37,-59.58089431034941
38,-57.670854862712304
39,-54.99453725296962
40,-50.83765820060148
41,-43.35337071168317
42,-26.53821944237032
43,27.38130632064434
44,352.53849867303177
45,-72.21415514484809
46,-75.49057815909265
47,-75.37340612310078
48,-74.9683012344986
49,-74.57448755200579
50,-74.17749680564171
51,-73.77727400717833
52,-73.37333632785058
53,-72.9651411749486
54,-72.55207632956404
55,-72.13344678296858
56,-71.70845831394857
57,-71.27619683953927
58,-70.83560218577983
59,-70.38543439824988
60,-69.92422994385689
61,-69.45024401385064
62,-68.96137341046949
63,-68.45505183213422
64,-67.92810516200223
65,-67.37654755771212
66,-66.7952878374422
67,-66.17769632640778
68,-65.51494815569148
69,-64.794996311062
70,-64.0009077607244
71,-63.108055102359856
72,-62.07914482141604
73,-60.854904859046
74,-59.33541962356415
75,-57.33948810643412
76,-54.50645305026541
77,-50.02511178325699
78,-41.738137732880745
79,-22.333168792620455
80,44.38565356157574
81,-70.81237041342513
82,-73.73142386132861
83,-73.98491894080331
84,-73.631149292403
85,-73.22944288962194
86,-72.81999244960645
87,-72.40510231528447
88,-71.98433547040707
89,-71.55689508148586
90,-71.12182465649215
91,-70.67800598694856
92,-70.22412611791137
93,-69.75862982173189
94,-69.27965592861935
95,-68.78495161928231
96,-68.27175530819628
97,-67.73663370937487
98,-67.17525054948348
99,-66.58203078073572
100,-65.94966060630247
101,-65.26832149254469
102,-64.52447792495661
103,-63.69888615460951
104,-62.763179180632875
105,-61.67370635622768
106,-60.359732836076006
107,-58.69913435214514
108,-56.46365326005508
109,-53.180833821356174
110,-47.73042239856048
111,-36.901877457623755
112,-8.507845360872622
113,110.2471039727799
114,-71.11012636186905
115,-74.11823865235911
116,-74.30144058502327
117,-73.92916472124105
118,-73.52812626220694
119,-73.12174491712778
120,-72.71063271502351
121,-72.2942208397705
122,-71.87176504562709
123,-71.44240116920776
124,-71.00512863755921
125,-70.5587808322413
126,-70.10198567476084
127,-69.63311381104253
128,-69.15020972271435
129,-68.65089875855685
130,-68.13225953988615
131,-67.59064554353401
132,-67.02143038590455
133,-66.41863564485692
134,-65.7743726865607
135,-65.07798048549637
136,-64.31464831759476
137,-63.463128807755965
138,-62.491766070718484
139,-61.35122340256811
140,-59.960301845003755
141,-58.176086599166666
142,-55.72484484329826
143,-52.021511549516646
144,-45.616596981113474
145,-32.08445224833906
146,7.110676738188559
147,203.0301757106605
148,-71.53534729500473
149,-74.65834622527538
150,-74.73242650375369
151,-74.34056015485777
152,-73.94179882134176
153,-73.53945060789596
154,-73.13307136982837
155,-72.7220823739959
156,-72.3058246109837
157,-71.8835468007145
158,-71.45438683201371
159,-71.01734803586427
160,-70.57126882759653
161,-70.11478343720088
162,-69.64627046414898
163,-69.16378453721316
164,-68.66496413296443
165,-68.14690512468863
166,-67.60598406081112
167,-67.03760602229724
168,-66.43583645450786
169,-65.79284943020355
170,-65.09807615085285
171,-64.33684605396422
172,-63.488133025435644
173,-62.520646384635455
174,-61.38568498972231
175,-60.00322887497268
176,-58.232728884318846
177,-55.80569141614188
178,-52.15023766379653
179,-45.856288501911024
180,-32.64827702429392
181,5.187267125280471
182,190.55088226588794
183,-71.47825302211996
184,-74.58666687854074
185,-74.67593901231135
186,-74.28621295042257
187,-73.88708077005731
188,-73.48421934760492
189,-73.07724714094061
190,-72.66557963393518
191,-72.24854654433605
192,-71.82538270558808
193,-71.39520916986731
194,-70.95700871529652
195,-70.50959442861904
196,-70.05156899281758
197,-69.58127125373935
198,-69.09670509639506
199,-68.59544329736605
200,-68.07449531212114
201,-67.5301220024013
202,-66.95757049751109
203,-66.35068574359181
204,-65.70132615575957
205,-64.99845789211824
206,-64.22670226353134
207,-63.36391275026321
208,-62.3769443943666
209,-61.21385865413794
210,-59.788606404773276
211,-57.9484816204596
212,-55.39789750792545
213,-51.49621882201734
214,-44.625503330493245
215,-29.70525633629603
216,15.505908079506753
217,260.9632810778661
218,-71.7995580420108
219,-74.98665549994422
220,-74.98848753099546
221,-74.58876550934059
222,-74.19187578031224
223,-73.79177743261417
224,-73.38798284171207
225,-72.97995151024216
226,-72.56707393124711
227,-72.1486583459747
228,-71.72391444338797
229,-71.29193288351377
230,-70.85165929840505
231,-70.40186091240528
232,-69.94108316635209
233,-69.46759260546858
234,-68.97930058934148
235,-68.47365975735659
236,-67.9475210432955
237,-67.39693234580568
238,-66.81684886917867
239,-66.20070619909072
240,-65.53977372177437
241,-64.82214470171562
242,-64.03110223438281
243,-63.14236560118954
244,-62.1192244384753
245,-60.903444835902405
246,-59.397091119464704
247,-57.42307471700835
248,-54.630258836589405
249,-50.23285187616921
250,-42.155911502152435
251,-23.440539402483864
252,39.77077397667436
253,-70.79214130135313
254,-73.70488691700953
255,-73.96295504834083
256,-73.6105764995014
257,-73.20886087644885
258,-72.79919654943598
259,-72.38403503003767
260,-71.96295388481215
261,-71.53515331812903
262,-71.09967018228556
263,-70.65537756156436
264,-70.20095158411306
265,-69.73482328816954
266,-69.25511403234407
267,-68.75954846793965
268,-68.24533551117904
269,-67.70900258934978
270,-67.14616009789736
271,-66.55115902232401
272,-65.91658045849408
273,-65.23245232835924
274,-64.48500758599448
275,-63.65464029596362
276,-62.7123920225921
277,-61.61359594489926
278,-60.285661245578126
279,-58.602810666724565
280,-56.32889167668324
281,-52.972205302427994
282,-47.35744601765876
283,-36.07720626471351
284,-5.965141422106754
285,124.02312213815405
286,-71.17325138885468
287,-74.19933315820606
288,-74.36695146011698
289,-73.99124444866894
290,-73.59046048919805
291,-73.18470681244062
292,-72.77434489866451
293,-72.35879433867905
294,-71.93732337343499
295,-71.50908600765567
296,-71.07310425765536
297,-70.62823938429804
298,-70.17315400254753
299,-69.70626241769685
300,-69.22566475355896
301,-68.72905827548121
302,-68.21361601587824
303,-67.67581756470202
304,-67.11120830646186
305,-66.51404894689003
306,-65.87679210898779
307,-65.18927772827743
308,-64.43745475421085
309,-63.60127199985675
310,-62.651042064128404
311,-61.5408417713453
312,-60.19577703426992
313,-58.4855161374648
314,-56.16400535099501
315,-52.71522599391801
316,-46.89356649113799
317,-35.036413889911614
318,-2.6788982652685434
319,142.59320751879778
320,-71.25842630176817
321,-74.30824912095372
322,-74.45448582148498
323,-74.07443268873439
324,-73.67404467048073
325,-73.2691229509831
326,-72.85974636121352
327,-72.4453256890763
328,-72.02514631616563
329,-71.59838597169659
330,-71.16409596253058
331,-70.72117360554688
332,-70.2683262900182
333,-69.8040245434521
334,-69.32643997163845
335,-68.83336198554815
336,-68.3220842309442
337,-67.78924688518768
338,-67.23061325416145
339,-66.64074617072987
340,-66.01252739927702
341,-65.33642347536548
342,-64.59932768100884
343,-63.782665110084196
344,-62.859157265872796
345,-61.787016199374364
346,-60.4988926159221
347,-58.879285862448995
348,-56.714144951855474
349,-53.565300712082575
350,-48.4092819502514
351,-38.375104003083436
352,-12.915779662539308
353,87.59000177980612
354,-71.00661452739564
355,-73.98457067742586
356,-74.19282451208792
357,-73.82655442406477
358,-73.42517820201675
359,-73.01774877852378
360,-72.60536850849729
361,-72.18749860536721
362,-71.7633750662657
363,-71.33210285872508
